时间戳,车速,加速度,方向盘角度,相对时间,是否急刹
297.3,29.201859132145763,33.67679360870765,1.0498124381522904,-3.0,False
297.4,26.327700621619123,-28.741585105266427,0.08085322527734373,-2.900000000000034,False
297.5,26.804304860489037,4.766042388699141,-3.3269171592644593,-2.8000000000000114,False
297.6,25.324253440456193,-14.800514200328436,-0.831182547801501,-2.6999999999999886,False
297.7,24.191932076622145,-11.323213638340484,-1.4923597764239895,-2.6000000000000227,False
297.8,25.709109054680813,15.17176978058668,-0.08273635020478731,-2.5,False
297.9,25.237876672550115,-4.712323821306956,-1.7238810515618659,-2.400000000000034,False
298.0,26.79461846539514,15.567417928450258,-1.8347023805508766,-2.3000000000000114,False
298.1,27.445225747818633,6.506072824234952,1.575642406169416,-2.1999999999999886,False
298.2,25.917653727510032,-15.275720203086003,-1.3018154469653807,-2.1000000000000227,False
298.3,22.284432069066895,-36.33221658443137,0.6071285064181025,-2.0,False
298.4,20.359101126217194,-19.253309428497012,-1.4373029103041577,-1.900000000000034,False
298.5,22.60517064914263,22.46069522925433,2.406275535330192,-1.8000000000000114,False
298.6,24.13307962816382,15.279089790211913,-2.223764649504397,-1.6999999999999886,False
298.7,22.56959905355493,-15.634805746088887,-2.035046524340186,-1.6000000000000227,False
298.8,25.994799186979183,34.252001334242514,2.3029647007372387,-1.5,False
298.9,29.912423040438583,39.17623853459401,-1.5749453921225005,-1.400000000000034,False
299.0,27.14579762641004,-27.666254140285425,2.5784135398754966,-1.3000000000000114,False
299.1,24.92696032288658,-22.188373035234612,1.2215372154324582,-1.1999999999999886,False
299.2,23.653155677430696,-12.738046454558809,-0.8096056532699922,-1.1000000000000227,False
299.3,22.06489822221637,-15.882574552143236,-4.064836029721553,-1.0,False
299.4,22.447098652852972,3.8220043063660114,-0.4146363092366103,-0.9000000000000341,False
299.5,24.209263457126582,17.62164804273608,-0.11032528273609896,-0.8000000000000114,False
299.6,22.1780536611456,-20.31209795980981,2.083401936611808,-0.6999999999999886,False
299.7,22.240336297963267,0.6228263681766855,2.9885227938922667,-0.6000000000000227,False
299.8,23.817731820546577,15.77395522583311,-1.4956013194750937,-0.5,False
299.9,20.40239693728192,-34.15334883264657,1.5395362683262699,-0.4000000000000341,False
300.0,20.20239693728192,-2.0,1.5308043120266916,-0.30000000000001137,False
300.1,19.90239693728192,-3.0,2.2096526644709713,-0.19999999999998863,False
300.2,19.502396937281922,-4.0,1.1230067854586727,-0.10000000000002274,False
300.3,19.002396937281922,-5.0,-3.6966238233355977,0.0,True
300.4,18.40239693728192,-6.0,-0.05981133505859587,0.0999999999999659,True
300.5,17.832918928272395,-5.694780090095254,-1.9978297600308756,0.19999999999998863,True
300.6,17.23114855632013,-6.017703719522675,-0.02921184514324443,0.30000000000001137,True
300.7,16.612745642212946,-6.18402914107184,2.3982575579550094,0.39999999999997726,True
300.8,16.012745642212945,-6.0,1.110607911898235,0.5,True
300.9,15.812745642212946,-2.0,2.8583256765519973,0.5999999999999659,True
301.0,18.455839710003403,26.430940677904555,1.307242913880353,0.6999999999999886,False
301.1,16.61327582380394,-18.425638861994642,-1.9115992690058248,0.8000000000000114,False
301.2,12.476647256292765,-41.36628567511174,-4.2956243516509165,0.8999999999999773,False
301.3,13.479755231658544,10.031079753657792,1.1043769852049832,1.0,False
301.4,17.080781760544028,36.01026528885484,0.4392424581310655,1.099999999999966,False
301.5,15.624963405824339,-14.55818354719689,-1.0268404956389239,1.1999999999999886,False
301.6,9.76698572643653,-58.57977679387808,-2.4146545590869914,1.3000000000000114,False
301.7,11.317114202107314,15.501284756707836,-0.42377028497998204,1.3999999999999773,False
301.8,16.340831534753562,50.237173326462475,0.715390688324469,1.5,False
301.9,18.76586169722961,24.2503016247605,2.494302406769073,1.599999999999966,False
302.0,17.191435647498096,-15.744260497315157,1.597472092363341,1.6999999999999886,False
302.1,14.721859676089785,-24.69575971408311,4.493472369040672,1.8000000000000114,False
302.2,17.09544018188349,23.735805057937043,-0.7373025745360327,1.8999999999999773,False
302.3,14.855987127657169,-22.394530542263205,3.1520058894744603,2.0,False
302.4,12.490408096572015,-23.655790310851543,1.5398585085625878,2.099999999999966,False
302.5,15.528744786652716,30.38336690080701,2.889338248237171,2.1999999999999886,False
302.6,16.73347883276713,12.047340461144138,0.6810513015883197,2.3000000000000114,False
302.7,15.631295677452686,-11.021831553144441,3.7508411327181643,2.3999999999999773,False
302.8,14.957331171535717,-6.7396450591696855,2.2506241644205267,2.5,False
302.9,11.937792998813473,-30.195381727222443,0.35325073321778455,2.599999999999966,False
303.0,10.847043858473222,-10.907491403402503,1.7393076990510286,2.6999999999999886,False
303.1,15.208126549045055,43.61082690571832,1.3346856267129252,2.8000000000000114,False
303.2,14.67043172028357,-5.3769482876148444,2.8418000421104983,2.8999999999999773,False
303.3,14.027065015818863,-6.433667044647073,-0.44728152950295463,3.0,False
303.4,16.119282692341244,20.922176765223792,1.9015584077389016,3.099999999999966,False
303.5,15.46549968733947,-6.537830050017739,2.798006324375224,3.1999999999999886,False
303.6,14.999454387461475,-4.660452998779956,2.1196879321721487,3.3000000000000114,False
303.7,14.0177992118542,-9.816551756072744,4.792872510318086,3.3999999999999773,False
303.8,13.400859991662252,-6.169392201919486,3.6914635870405252,3.5,False
303.9,15.70901134177985,23.081513501175976,2.171944288782734,3.599999999999966,False
304.0,16.203172248184245,4.941609064043941,2.6628126714275195,3.6999999999999886,False
304.1,14.356893336560596,-18.462789116236493,2.862316269919271,3.8000000000000114,False
304.2,14.406659852864264,0.4976651630366824,3.1181389366610013,3.8999999999999773,False
304.3,16.307333299594532,19.006734467302664,-1.3002356193517,4.0,False
304.4,12.845120536067359,-34.62212763527173,1.7865371625338762,4.099999999999966,False
304.5,13.46090401020664,6.157834741392811,-0.5418271532620178,4.199999999999989,False
304.6,15.980585580400668,25.196815701940274,5.020009522320088,4.300000000000011,False
304.7,14.8294272348958,-11.51158345504868,2.3770646821244314,4.399999999999977,False
304.8,17.078965064391337,22.495378294955373,2.146301877146798,4.5,False
304.9,14.332573828996956,-27.463912353943805,4.359687444547975,4.599999999999966,False
305.0,11.421966412984945,-29.106074160120112,3.442725806253071,4.699999999999989,False
305.1,12.996150037453374,15.741836244684286,0.3716510113731797,4.800000000000011,False
305.2,12.834250415772756,-1.618996216806181,2.516800012638898,4.899999999999977,False
305.3,15.819121896221711,29.848714804489553,2.0168013342654683,5.0,False
305.4,15.659313407110716,-1.598084891109952,-0.7745846198140605,5.099999999999966,False
305.5,12.17338491959897,-34.85928487511746,1.3600839064533898,5.199999999999989,False
305.6,13.715001705101711,15.416167855027414,2.3985088107325816,5.300000000000011,False
305.7,12.695052608659806,-10.199490964419056,2.5594275946810705,5.399999999999977,False
