时间戳,车速,加速度,方向盘角度,相对时间,是否急刹
381.5,22.930275158669517,13.450632313321336,-2.5234699470813817,-3.0,False
381.6,25.456635067767152,25.263599090976356,-2.71824424606757,-2.8999999999999773,False
381.7,25.456386594669944,-0.0024847309720854582,-2.9543810984986894,-2.8000000000000114,False
381.8,23.887730488468257,-15.686561062016864,-5.1465022743131765,-2.6999999999999886,False
381.9,23.905948178671117,0.18217690202860126,-0.7594549004976487,-2.6000000000000227,False
382.0,26.107232728396635,22.012845497255178,-2.3931749497871464,-2.5,False
382.1,26.660787616616435,5.535548882198,-2.199715597743358,-2.3999999999999773,False
382.2,26.551391553555035,-1.0939606306139993,-4.6070994433359775,-2.3000000000000114,False
382.3,25.634100927580086,-9.172906259749496,-3.915809286275056,-2.1999999999999886,False
382.4,27.13821642970325,15.041155021231631,-3.351610445846093,-2.1000000000000227,False
382.5,26.399166391659914,-7.390500380433345,-6.068249386897703,-2.0,False
382.6,25.39271357215392,-10.06452819505995,-6.3754107008198915,-1.8999999999999773,False
382.7,28.94933972181731,35.566261496633906,-4.198864351573712,-1.8000000000000114,False
382.8,28.95863628374372,0.09296561926408486,-1.9490386524000323,-1.6999999999999886,False
382.9,26.901033006751277,-20.576032769924417,-4.2957533576083975,-1.6000000000000227,False
383.0,25.405989313855063,-14.95043692896214,-5.0211760812862485,-1.5,False
383.1,27.28241494599514,18.764256321400765,-4.605715410418774,-1.3999999999999773,False
383.2,25.95864923442131,-13.237657115738308,-3.878501845179593,-1.3000000000000114,False
383.3,22.967325264594127,-29.913239698271816,-3.6657060368517227,-1.1999999999999886,False
383.4,24.523187199236396,15.558619346422695,1.384181152227042,-1.1000000000000227,False
383.5,27.85233223249014,33.29145033253745,-0.8252015452267827,-1.0,False
383.6,29.0355396734659,11.832074409757602,-0.8711884840560233,-0.8999999999999773,False
383.7,25.74395059829306,-32.915890751728405,-0.5685887548391353,-0.8000000000000114,False
383.8,24.725538180226152,-10.184124180669087,-4.8871294390610736,-0.6999999999999886,False
383.9,25.27256263327492,5.470244530487669,-5.316687722570688,-0.6000000000000227,False
384.0,24.689520721060394,-5.830419122145258,-5.066910131953577,-0.5,False
384.1,27.095258836145618,24.057381150852244,-0.16411684403676485,-0.39999999999997726,False
384.2,26.117985298324374,-9.772735378212438,-3.906229546240662,-0.30000000000001137,False
384.3,27.078218089169717,9.602327908453425,-5.292041822143328,-0.19999999999998863,False
384.4,30.393310918691228,33.15092829521511,-3.627581855205137,-0.10000000000002274,False
