时间戳,车速,加速度,方向盘角度,相对时间,是否急刹
57.3,33.22482946253787,7.018800304884536,-2.54700931361127,-3.0,False
57.4,30.18490209365168,-30.399273688861914,-1.2365689262443058,-2.8999999999999986,False
57.5,29.242303864689294,-9.425982289623853,0.8120133389022546,-2.799999999999997,False
57.6,33.66335785210455,44.21053987415254,-2.6622488297675524,-2.6999999999999957,False
57.7,31.040076230914746,-26.232816211898005,-3.405623931803843,-2.5999999999999943,False
57.8,31.547396866176687,5.073206352619408,-0.8264309440051167,-2.5,False
57.9,34.220977409962,26.735805437853166,-4.863490670520001,-2.3999999999999986,False
58.0,31.830341667563374,-23.90635742398631,-1.7960220829632392,-2.299999999999997,False
58.1,32.219669105735484,3.893274381721099,-0.6724694307254988,-2.1999999999999957,False
58.2,36.196512998907295,39.76843893171809,-1.6442774517043626,-2.0999999999999943,False
58.3,35.46798723240462,-7.285257665026759,-4.132618028336944,-2.0,False
58.4,32.38210281945554,-30.85884412949074,2.201755972192272,-1.8999999999999986,False
58.5,31.36806385653401,-10.140389629215285,-0.7199746752264929,-1.7999999999999972,False
58.6,29.668747397573334,-16.993164589606753,1.995208844690067,-1.6999999999999957,False
58.7,31.55105408370848,18.823066861351432,-1.3268319622066853,-1.5999999999999943,False
58.8,31.489438580513962,-0.6161550319451692,-2.5060936248760948,-1.5,False
58.9,30.299011395094833,-11.904271854191286,-0.14669076982164853,-1.3999999999999986,False
59.0,30.814363082560835,5.1535168746600135,-1.055309325109717,-1.2999999999999972,False
59.1,31.373181952782616,5.588188702217796,-2.9176668597398883,-1.1999999999999957,False
59.2,32.53784757084529,11.646656180626689,2.4392622774266823,-1.0999999999999943,False
59.3,33.32336327535719,7.855157045119032,-1.6827895314752328,-1.0,False
59.4,32.00551171715123,-13.178515582059607,-4.056532470284049,-0.8999999999999986,False
59.5,29.992047701850467,-20.134640153007606,2.342746718111702,-0.7999999999999972,False
59.6,29.236578571478862,-7.554691303716048,-1.2596295616221949,-0.6999999999999957,False
59.7,28.922597905469196,-3.13980666009666,-1.4040193438191837,-0.5999999999999943,False
59.8,30.90433745130793,19.817395458387352,-3.6564021352475513,-0.5,False
59.9,32.6539013458089,17.495638945009677,3.4190557135439077,-0.3999999999999986,False
60.0,32.453901345808895,-2.0,-2.5789611744193817,-0.29999999999999716,False
60.1,32.1539013458089,-3.0,0.1797262210613706,-0.19999999999999574,False
60.2,31.7539013458089,-4.0,1.950867606268481,-0.09999999999999432,False
60.3,31.2539013458089,-5.0,1.0318054245941262,0.0,True
60.4,30.653901345808897,-6.0,0.1317249060125622,0.10000000000000142,True
60.5,30.112642048688183,-5.412592971207154,-3.0897463267718717,0.20000000000000284,True
60.6,29.418693001450492,-6.939490472376914,-1.2434499708416586,0.30000000000000426,True
60.7,28.80230324865662,-6.163897527938731,0.813849761772282,0.4000000000000057,True
60.8,28.20230324865662,-6.0,-1.0740418998256867,0.5,True
60.9,28.00230324865662,-2.0,0.9688628637547048,0.6000000000000014,False
61.0,25.62257189380754,-23.797313548490813,1.9872218900835583,0.7000000000000028,False
61.1,25.008703532324333,-6.138683614832079,2.610058381932169,0.8000000000000043,False
61.2,23.351590649214046,-16.571128831102868,-1.706289054130803,0.9000000000000057,False
61.3,26.548027291167966,31.964366419539196,5.2000515718037015,1.0,False
61.4,28.377873609765388,18.29846318597422,2.4020540799416734,1.1000000000000014,False
61.5,24.82113960122407,-35.56734008541319,0.9236226757867129,1.2000000000000028,False
61.6,25.663781758416278,8.42642157192211,3.165673106369031,1.3000000000000043,False
61.7,26.169051064183016,5.052693057667366,5.776531685965394,1.4000000000000057,False
61.8,25.36409990036769,-8.049511638153266,-1.7730665440597075,1.5,False
61.9,23.40477361984896,-19.593262805187326,0.7120214743736006,1.6000000000000014,False
62.0,23.724077312397224,3.1930369254826374,-3.5366533905192608,1.7000000000000028,False
62.1,27.680782304151677,39.56704991754453,1.662640939991269,1.8000000000000043,False
62.2,28.939697198962143,12.589148948104665,2.064694021405062,1.9000000000000057,False
62.3,28.454459978851496,-4.852372201106476,1.311563874474061,2.0,False
62.4,25.61755962804523,-28.369003508062676,0.13619388030852653,2.1000000000000014,False
62.5,21.691460763348264,-39.26098864696964,-2.599029032376653,2.200000000000003,False
62.6,22.21772869925791,5.262679359096474,2.3011483949429263,2.3000000000000043,False
62.7,23.733886017438287,15.161573181803778,4.518349352767644,2.4000000000000057,False
62.8,25.512055733746003,17.781697163077155,0.4781377362631647,2.5,False
62.9,22.838014238351633,-26.74041495394368,2.5922605610995824,2.6000000000000014,False
63.0,23.43933743555542,6.013231972037865,-1.372932869962683,2.700000000000003,False
63.1,25.689351123879806,22.50013688324387,2.7282234719721523,2.8000000000000043,False
63.2,22.703077643887514,-29.86273479992292,1.0766787453456181,2.9000000000000057,False
63.3,21.370352960848344,-13.327246830391708,0.38743606804023845,3.0,False
63.4,19.476857431907128,-18.93495528941216,0.4395345295380544,3.1000000000000014,False
63.5,22.178286999409544,27.014295675024158,1.2201686550105548,3.200000000000003,False
63.6,24.719116752822007,25.408297534124635,2.818507949171134,3.3000000000000043,False
63.7,21.49803939830055,-32.2107735452146,-0.5253363808509408,3.4000000000000057,False
63.8,19.394117645269493,-21.03921753031056,1.3491873757627038,3.5,False
63.9,20.77411019375272,13.799925484832247,2.103962326265936,3.6000000000000014,False
64.0,25.169045185189912,43.94934991437193,0.03135602736846188,3.700000000000003,False
64.1,25.23217745418578,0.6313226899586688,5.864315570305302,3.799999999999997,False
64.2,20.42283208789466,-48.09345366291122,0.6045487682046844,3.9000000000000057,False
64.3,20.392566375240584,-0.3026571265407618,1.0122065447105355,4.0,False
64.4,22.187219211071465,17.94652835830881,0.4329738544275943,4.1000000000000085,False
64.5,18.4595909054484,-37.27628305623064,6.024011157401077,4.200000000000003,False
64.6,18.736385720642605,2.7679481519420435,3.569258084600072,4.299999999999997,False
64.7,22.384531741810576,36.48146021167969,0.625579709643012,4.400000000000006,False
64.8,23.459568924813503,10.750371830029266,4.7454468942259815,4.5,False
64.9,26.52875907285621,30.69190148042706,2.9674901690592788,4.6000000000000085,False
65.0,27.123721543054888,5.949624701986771,3.1125830535763166,4.700000000000003,False
65.1,23.896450487240898,-32.27271055813991,1.9399656226266837,4.799999999999997,False
65.2,20.49638323617146,-34.000672510694386,1.159778763779699,4.900000000000006,False
65.3,24.70939954975868,42.13016313587216,3.3626674788274387,5.0,False
65.4,26.407735433835462,16.983358840767835,1.6243066974068803,5.1000000000000085,False
65.5,22.518386212303888,-38.89349221531576,6.374147632078013,5.200000000000003,False
65.6,22.343246027975248,-1.7514018432864198,0.22700724427929053,5.299999999999997,False
65.7,22.56943425469953,2.261882267242843,5.8616430033746445,5.400000000000006,False
