时间戳,车速,加速度,方向盘角度,相对时间,是否急刹
386.6,29.963336517344374,35.823904282130385,-1.317092731224791,-3.0,False
386.7,29.702882505934944,-2.6045401140942914,-1.679255864294367,-2.900000000000034,False
386.8,28.72536587682338,-9.77516629111566,-1.1040439860006992,-2.8000000000000114,False
386.9,26.438663657457656,-22.86702219365722,-2.436731734385541,-2.7000000000000455,False
387.0,25.189319346041,-12.493443114166567,-1.6461379221338328,-2.6000000000000227,False
387.1,25.636519717153845,4.472003711128458,-4.1677978351672635,-2.5,False
387.2,23.19213902145471,-24.443806956991345,-2.299989203735865,-2.400000000000034,False
387.3,23.736511926265035,5.443729048103236,1.174186711416306,-2.3000000000000114,False
387.4,27.746854337469507,40.10342411204473,-0.9164643488628911,-2.2000000000000455,False
387.5,30.2877694958777,25.409151584081933,-1.5418420747661514,-2.1000000000000227,False
387.6,28.870989980117116,-14.167795157605845,2.3469855302035283,-2.0,False
387.7,25.153205718707344,-37.17784261409772,-4.111558061961748,-1.900000000000034,False
387.8,24.50029572617251,-6.529099925348341,-3.5528166484472488,-1.8000000000000114,False
387.9,27.25764222819939,27.573465020268806,2.148084947857316,-1.7000000000000455,False
388.0,27.82084062217943,5.631983939800378,-1.1282880571295677,-1.6000000000000227,False
388.1,24.60780057977974,-32.13040042399687,-1.647712831935876,-1.5,False
388.2,23.013946940629754,-15.938536391499873,-3.5027823082453233,-1.400000000000034,False
388.3,25.688175142859922,26.74228202230168,-0.15032360917540843,-1.3000000000000114,False
388.4,27.832469620777303,21.442944779173807,0.10231979883916453,-1.2000000000000455,False
388.5,24.638502625225225,-31.939669955520777,-3.116039704794669,-1.1000000000000227,False
388.6,23.594715023242042,-10.437876019831833,-1.1476465619342484,-1.0,False
388.7,27.10704116572946,35.12326142487417,-1.4777911259119714,-0.9000000000000341,False
388.8,28.62793280061568,15.208916348862225,-0.23411536865700666,-0.8000000000000114,False
388.9,29.45566005378492,8.277272531692397,-2.9235530947733053,-0.7000000000000455,False
389.0,29.05783934096352,-3.9782071282140308,1.8801598365730445,-0.6000000000000227,False
389.1,26.82110868127588,-22.367306596876375,1.2695036194380178,-0.5,False
389.2,23.08744109146114,-37.3366758981474,-1.2266573576139388,-0.4000000000000341,False
389.3,23.69969136725631,6.122502757951693,-0.8710865089640019,-0.30000000000001137,False
389.4,28.065786966738617,43.66095599482307,-0.6488440012481522,-0.20000000000004547,False
389.5,30.746918509162935,26.811315424243176,-1.870202495815957,-0.10000000000002274,False
389.6,30.31139096232729,-4.355275468356439,-1.137892366467033,0.0,True
389.7,28.866042834696575,-14.453481276307159,-0.7289122939371561,0.0999999999999659,True
389.8,28.370226952657674,-4.958158820389009,3.100109780226634,0.19999999999998863,True
389.9,26.892311751486343,-14.779152011713315,1.8304093570107969,0.2999999999999545,True
390.0,26.127761838576966,-7.645499129093771,1.8693094146732163,0.39999999999997726,True
390.1,29.46527009428519,33.37508255708226,0.8026784856588807,0.5,True
390.2,28.245975227098977,-12.19294867186214,-2.109027056674909,0.5999999999999659,False
390.3,28.16371669497093,-0.8225853212804779,0.10538934943320298,0.6999999999999886,False
390.4,29.093414934390136,9.296982394192064,2.19201044922366,0.7999999999999545,False
390.5,28.658024296422404,-4.353906379677319,-2.202943868931602,0.8999999999999773,False
390.6,27.029199357929684,-16.288249384927198,1.6491061144394297,1.0,False
390.7,25.917988844699675,-11.112105132300094,5.083467536212773,1.099999999999966,False
390.8,26.920863560941115,10.028747162414398,2.6239395321277934,1.1999999999999886,False
390.9,23.916639994586436,-30.042235663546784,3.390202214881105,1.2999999999999545,False
391.0,25.34685597038458,14.30215975798145,1.0604125733376144,1.3999999999999773,False
391.1,28.980950409533307,36.340944391487255,2.620916507861937,1.5,False
391.2,27.382449499134527,-15.9850091039878,-0.6896367672134993,1.599999999999966,False
