时间戳,车速,加速度,方向盘角度,相对时间,是否急刹
177.3,25.83518965782293,-2.3156911658593593,-0.7191900427624796,-3.0,False
177.4,23.511369509548356,-23.238201482745744,0.07742794518474039,-2.9000000000000057,False
177.5,23.655510057387502,1.4414054783914843,-0.2950531274352848,-2.8000000000000114,False
177.6,25.528041861718926,18.725318043314214,0.6348547592816178,-2.700000000000017,False
177.7,25.749761745943758,2.21719884224834,-3.427628019493074,-2.6000000000000227,False
177.8,24.714672832987567,-10.350889129561907,-1.7894474958020359,-2.5,False
177.9,23.197106538129646,-15.175662948579234,-3.1573697389427138,-2.4000000000000057,False
178.0,24.05900684226036,8.619003041307138,-1.9924354813996747,-2.3000000000000114,False
178.1,23.859301726975914,-1.997051152844449,0.8678950242723071,-2.200000000000017,False
178.2,25.07191676706738,12.126150400914621,-0.8884058166035743,-2.1000000000000227,False
178.3,27.400504607584647,23.28587840517269,4.168002184334092,-2.0,False
178.4,24.02191740715987,-33.785872004247786,-0.5997872058363214,-1.9000000000000057,False
178.5,23.3822459311599,-6.396714759999664,-0.8076672219653789,-1.8000000000000114,False
178.6,24.38811954665844,10.058736154985404,-0.6547295519529952,-1.700000000000017,False
178.7,25.27845653987041,8.903369932119691,-2.0823768475656856,-1.6000000000000227,False
178.8,28.365110498762593,30.866539588921817,-0.8617428862497519,-1.5,False
178.9,25.02131721223336,-33.43793286529234,1.5705234438913205,-1.4000000000000057,False
179.0,23.13089278067015,-18.904244315632113,-0.39579373619774105,-1.3000000000000114,False
179.1,25.651150779220078,25.2025799854993,-2.1490634035241283,-1.200000000000017,False
179.2,26.433308065159213,7.8215728593913525,-2.3504754811055717,-1.1000000000000227,False
179.3,26.940977727610353,5.07669662451141,-1.33865286901892,-1.0,False
179.4,24.753679813333015,-21.872979142773392,-0.22827283187115419,-0.9000000000000057,False
179.5,23.9029622715027,-8.507175418303135,2.0735876811495575,-0.8000000000000114,False
179.6,23.784529328925437,-1.1843294257726455,-2.93201081272983,-0.700000000000017,False
179.7,25.8247677614877,20.40238432562262,-0.8280241143654665,-0.6000000000000227,False
179.8,26.998417252298836,11.736494908111368,0.16299307768256222,-0.5,False
179.9,28.183833652449223,11.854164001503875,-3.7302387949089404,-0.4000000000000057,False
180.0,27.983833652449224,-2.0,-1.6671965659328172,-0.30000000000001137,False
180.1,27.683833652449223,-3.0,-1.2969498198223102,-0.20000000000001705,False
180.2,27.283833652449225,-4.0,-1.46631378651341,-0.10000000000002274,False
180.3,26.783833652449225,-5.0,0.5721506486312401,0.0,True
180.4,26.183833652449223,-6.0,-0.07008568900666828,0.09999999999999432,True
180.5,25.581750651280156,-6.020830011690667,-0.796986815399136,0.19999999999998863,True
180.6,24.982546084200138,-5.992045670800184,1.2319249537981762,0.29999999999998295,True
180.7,24.391570887004043,-5.90975197196096,3.884398520979724,0.39999999999997726,True
180.8,23.791570887004042,-6.0,3.778819273631818,0.5,True
180.9,23.591570887004043,-2.0,-3.2833996003674955,0.5999999999999943,True
181.0,22.416915052618574,-11.746558343854687,1.7778794401235563,0.6999999999999886,False
181.1,25.507564756095025,30.906497034764513,0.32900603020428565,0.799999999999983,False
181.2,26.58037789338659,10.728131372915648,1.0563803472252686,0.8999999999999773,False
181.3,23.707012591153106,-28.733653022334842,0.010193394760708241,1.0,False
181.4,20.972746253918896,-27.342663372342102,1.1022726506078238,1.0999999999999943,False
181.5,18.09562089276028,-28.771253611586154,1.2298657752688806,1.1999999999999886,False
181.6,18.30150324632661,2.058823535663308,-0.17130357448211952,1.299999999999983,False
181.7,21.160378640148025,28.588753938214158,-0.7470189536849423,1.3999999999999773,False
181.8,20.706212063898874,-4.541665762491487,0.2069822928150553,1.5,False
181.9,20.77392122175626,0.6770915785738474,1.6310652882698462,1.5999999999999943,False
182.0,22.31789553018416,15.439743084279005,2.4182026125959313,1.6999999999999886,False
182.1,22.125453571984437,-1.9244195819972454,2.98403582937551,1.799999999999983,False
182.2,20.983159237593078,-11.42294334391357,0.34552549142095246,1.8999999999999773,False
182.3,21.521444802898095,5.382855653050171,1.9575772399650695,2.0,False
182.4,23.10741288156038,15.85968078662285,3.37026620621175,2.0999999999999943,False
182.5,21.16692056309602,-19.404923184643597,3.83118979028826,2.1999999999999886,False
182.6,22.56853295977366,14.016123966776384,1.436415319856347,2.299999999999983,False
182.7,24.004412096871004,14.35879137097345,1.1656169350577619,2.3999999999999773,False
182.8,21.86449002012069,-21.39922076750313,2.0424231154028103,2.5,False
182.9,23.022936671042824,11.584466509221336,-0.5872742427415256,2.5999999999999943,False
183.0,23.292771429240098,2.698347581972733,1.376136734806391,2.6999999999999886,False
183.1,23.60848333684578,3.157119076056798,3.302970141533369,2.799999999999983,False
183.2,23.637718991873008,0.292356550272288,3.1473375997223156,2.8999999999999773,False
183.3,21.237778011025064,-23.99940980847946,1.3717367605183033,3.0,False
183.4,21.297814924967792,0.6003691394272792,2.3956982141446583,3.0999999999999943,False
183.5,20.449398804616756,-8.48416120351036,0.35809113849520546,3.1999999999999886,False
183.6,20.018550870303592,-4.308479343131619,3.4606256142361183,3.299999999999983,False
183.7,21.632915066350886,16.14364196047294,1.9433471492671504,3.3999999999999773,False
183.8,21.106573577624268,-5.263414887266169,1.5915151355061314,3.5,False
183.9,20.912340544239402,-1.942330333848652,1.463458210077456,3.5999999999999943,False
184.0,18.350526807309436,-25.618137369299667,2.1036467426324585,3.6999999999999886,False
184.1,17.669087959962475,-6.814388473469606,1.3752298770913423,3.799999999999983,False
184.2,20.580030231240727,29.109422712782518,3.627825800332482,3.8999999999999773,False
184.3,21.5918640372777,10.118338060369716,1.5605132759451568,4.0,False
184.4,19.860107734952322,-17.31756302325376,5.575517946127348,4.099999999999994,False
184.5,21.46797197091364,16.07864235961319,5.357471990087598,4.199999999999989,False
184.6,21.659374170330235,1.9140219941659353,0.6803606476921069,4.299999999999983,False
184.7,21.16421606189192,-4.951581084383125,2.638172260988861,4.399999999999977,False
184.8,23.053555213027288,18.89339151135367,1.231670533833655,4.5,False
184.9,20.57938265778315,-24.741725552441363,1.912797654104295,4.599999999999994,False
185.0,22.550981926987056,19.715992692039066,6.602931146642906,4.699999999999989,False
185.1,21.679363766554317,-8.716181604327371,2.0137772058999865,4.799999999999983,False
185.2,20.34469784441975,-13.34665922134569,3.3790628118484944,4.899999999999977,False
185.3,23.58567014199911,32.40972297579363,3.769777868734796,5.0,False
185.4,21.150727937911693,-24.349422040874167,0.7132224124315765,5.099999999999994,False
185.5,21.688348956417514,5.376210185058188,1.0304454241093903,5.199999999999989,False
185.6,22.269084595492146,5.807356390746339,0.35354471194925985,5.299999999999983,False
185.7,20.56338211275736,-17.057024827347878,1.0173879898691953,5.399999999999977,False
